 161, 137,  98
 152, 130,  98
 159, 137, 104
 161, 137, 106
 145, 124,  94
 165, 140, 102
 154, 126,  87
 148, 120,  82
 155, 129,  86
 149, 124,  88
 146, 119,  86
 160, 136, 106
 161, 133, 100
 153, 127,  90
 162, 137,  99
 149, 121,  88
 140, 116,  87
 152, 127,  94
 145, 120,  88
 160, 133, 100
 140, 109,  75
 146, 117,  84
 149, 123,  90
 153, 129,  98
 158, 133, 100
 140, 114,  85
 137, 111,  79
 141, 118,  88
 152, 123,  85
 149, 122,  88
 152, 131, 101
 142, 115,  80
 153, 126,  89
 144, 119,  85
 163, 137, 102
 160, 134, 100
 142, 112,  79
 138, 111,  80
 160, 139, 109
 157, 135, 104
 141, 117,  86
 148, 124,  96
 150, 128,  99
 152, 128,  94
 155, 135, 106
 160, 136, 106
 152, 128,  97
 152, 127,  95
 147, 128,  99
 143, 122,  92
 148, 125,  93
 149, 127,  94
 156, 136, 105
 155, 131,  95
 156, 129,  91
 143, 110,  73
 149, 122,  86
 142, 121,  88
 151, 129,  93
 154, 131,  95
 171, 149, 115
 162, 139, 106
 144, 121,  89
 156, 132,  99
 172, 145, 107
 157, 129,  91
 143, 117,  83
 163, 136, 100
 164, 139, 101
 160, 135,  95
 142, 114,  76
 157, 128,  94
 156, 131,  97
 159, 133,  93
 137, 112,  81
 160, 133,  98
 165, 136,  95
 147, 119,  86
 153, 127,  92
 152, 126,  88
 142, 117,  84
 149, 123,  90
 156, 129,  92
 163, 137, 101
 154, 130,  94
 157, 135, 104
 150, 123,  90
 151, 129,  94
 158, 135, 100
 161, 137, 101
 149, 124,  88
 151, 127,  90
 144, 120,  90
 155, 129,  94
 158, 134, 101
 148, 124,  92
 167, 141, 107
 151, 124,  92
 149, 122,  88
 170, 148, 114
 143, 119,  83
 143, 119,  82
 154, 129,  92
 136, 110,  76
 141, 119,  88
 152, 128,  95
 160, 136, 101
 137, 115,  83
 136, 111,  78
 152, 127,  96
 149, 125,  90
 150, 127,  94
 140, 114,  83
 157, 136, 105
 163, 140, 104
 164, 138, 100
 159, 134, 101
 141, 118,  85
 138, 112,  76
 158, 132,  92
 151, 124,  87
 138, 115,  81
 139, 118,  91
 163, 137, 106
 153, 127,  92
 144, 120,  90
 159, 132,  99
 148, 122,  89
 159, 135, 102
 141, 114,  81
 155, 131,  95
 148, 122,  88
 148, 122,  88
 155, 125,  92
 152, 122,  89
 148, 124,  92
 157, 136, 103
 161, 136, 101
 158, 135, 101
 154, 127,  89
 146, 117,  85
 160, 135, 105
 147, 120,  87
 161, 133,  98
 167, 140, 104
 160, 132,  98
 151, 124,  93
 134, 109,  82
 158, 134, 100
 143, 114,  81
 126, 102,  79
 129, 104,  80
 139, 115,  85
 141, 113,  80
 121,  98,  73
 150, 127, 100
 156, 131,  96
 150, 123,  90
 153, 124,  90
 158, 129,  92
 153, 129,  98
 146, 125,  97
 145, 113,  75
 153, 123,  82
 151, 124,  83
 149, 121,  88
 156, 134, 103
 152, 129,  98
 151, 123,  87
 145, 118,  86
 162, 139, 105
 161, 134,  96
 149, 123,  87
 150, 127,  95
 158, 136, 103
 144, 119,  89
 168, 144, 110
 160, 139, 110
 154, 131,  96
 171, 142,  99
 159, 135,  95
 162, 139, 102
 155, 129,  91
 146, 122,  84
 144, 124,  94
 154, 132, 102
 135, 112,  81
 148, 124,  92
 135, 109,  80
 162, 136, 105
 155, 132,  98
 154, 132,  98
 159, 133,  97
 145, 115,  84
 146, 121,  90
 144, 115,  80
 158, 132,  94
 164, 136,  98
 152, 128,  91
 143, 117,  83
 148, 118,  81
 145, 115,  84
 150, 123,  90
 148, 119,  86
 136, 109,  77
 146, 124,  91
 147, 122,  87
 143, 114,  79
 149, 117,  81
 142, 114,  81
 147, 126,  95
 141, 116,  81
 129, 101,  70
 136, 107,  79
 147, 117,  85
 145, 120,  89
 168, 143, 108
 147, 122,  93
 146, 117,  87
 136, 106,  76
 130, 105,  76
 140, 117,  88
 153, 127,  94
 152, 128,  99
 160, 130,  92
 144, 117,  81
 145, 123,  90
 149, 120,  79
 152, 125,  88
 143, 122,  91
 152, 123,  89
 149, 126,  94
 151, 127,  92
 144, 120,  86
 140, 115,  83
 146, 123,  87
 156, 133, 100
 156, 132,  98
 141, 115,  83
 154, 130,  98
 149, 126,  89
 143, 118,  79
 155, 132,  93
 153, 129,  87
 154, 129,  94
 134, 112,  83
 149, 126,  94
 151, 124,  93
 140, 114,  84
 156, 132, 100
 147, 121,  87
 166, 140, 103
 172, 148, 112
 145, 122,  88
 160, 134,  96
 170, 146, 108
 161, 136, 103
 174, 146, 106
 166, 140, 102
 155, 126,  88
 149, 121,  81
 155, 123,  84
 157, 126,  89
 139, 113,  78
 158, 130,  90
 150, 120,  83
 147, 117,  82
 151, 125,  86
 159, 134,  96
 162, 139, 105
 159, 133,  96
 153, 125,  87
 150, 128,  94
 155, 131,  98
 150, 120,  82
 144, 118,  86
 141, 114,  81
 142, 114,  81
 151, 124,  90
 140, 115,  86
 144, 121,  91
 145, 118,  87
 135, 106,  75
 137, 115,  86
 145, 121,  90
 140, 115,  85
 149, 124,  91
 129, 104,  76
 140, 117,  87
 149, 124,  90
 160, 135,  97
 147, 122,  87
 153, 131, 103
 136, 112,  85
 131, 103,  71
 147, 122,  92
 145, 123,  91
 135, 112,  83
 134, 105,  71
 163, 138, 100
 147, 120,  85
 149, 123,  89
 151, 126,  92
 145, 122,  90
 154, 132,  98
 151, 126,  90
 134, 112,  81
 142, 119,  84
 159, 137, 107
 154, 129,  98
 151, 129,  97
 165, 141, 109
 164, 139, 103
 153, 127,  89
 149, 121,  85
 158, 130,  95
 167, 138,  97
 145, 118,  80
 170, 149, 110
 166, 139, 103
 156, 126,  89
 161, 133,  96
 163, 134,  95
 168, 139,  99
 153, 129,  92
 157, 130,  91
 162, 132,  89
 174, 148, 104
 163, 136,  96
 165, 134,  96
 168, 140,  98
 164, 140, 101
 170, 148, 113
 158, 131,  92
 151, 121,  82
 141, 109,  74
 154, 126,  90
 169, 145, 110
 150, 127,  92
 161, 137,  99
 166, 142, 106
 146, 120,  84
 157, 133,  97
 140, 111,  74
 138, 109,  75
 147, 121,  86
 150, 122,  85
 139, 113,  80
 152, 128,  96
 154, 123,  84
 140, 109,  72
 148, 126,  94
 152, 133, 103
 143, 120,  92
 148, 125,  92
 154, 130,  95
 159, 135,  99
 142, 118,  84
 143, 117,  82
 140, 115,  82
 145, 117,  82
 147, 122,  87
 142, 118,  83
 161, 135,  95
 162, 138,  97
 140, 115,  81
 139, 116,  83
 153, 128,  94
 152, 127,  91
 155, 132,  96
 153, 132, 102
 158, 137, 108
 158, 133,  99
 162, 135,  99
 178, 153, 117
 160, 135,  99
 165, 138, 101
 151, 126,  92
 163, 136,  98
 175, 145, 102
 170, 144, 105
 147, 124,  92
 164, 134,  96
 162, 135,  97
 163, 132,  89
 168, 140, 100
 165, 142, 102
 182, 154, 109
 148, 115,  76
 166, 137,  95
 168, 144, 103
 157, 125,  84
 158, 125,  86
 140, 116,  82
 169, 144, 103
 155, 128,  87
 157, 121,  78
 143, 108,  69
 166, 140, 101
 164, 139, 100
 154, 128,  89
 170, 144, 104
 165, 137,  98
 161, 132,  92
 145, 114,  78
 146, 120,  88
 151, 121,  83
 161, 131,  90
 151, 124,  85
 153, 123,  80
 159, 131,  91
 144, 114,  78
 161, 133,  96
 151, 122,  87
 143, 115,  81
 155, 127,  88
 162, 140, 109
 143, 120,  87
 161, 133,  97
 163, 141, 106
 153, 131,  93
 150, 124,  89
 137, 115,  79
 152, 129,  92
 148, 122,  85
 145, 122,  87
 152, 128,  94
 156, 135, 102
 147, 122,  90
 135, 111,  78
 145, 119,  82
 144, 118,  83
 149, 121,  86
 152, 122,  89
 164, 137, 101
 154, 126,  88
 160, 131,  93
 154, 128,  93
 162, 131,  92
 143, 118,  85
 156, 130,  92
 163, 134,  97
 153, 125,  88
 163, 137, 101
 158, 126,  86
 155, 126,  89
 158, 130,  91
 151, 126,  93
 164, 133,  97
 156, 122,  83
 155, 128,  89
 168, 143, 106
 176, 147, 106
 157, 124,  80
 166, 133,  88
 161, 133,  96
 151, 126,  90
 144, 116,  81
 156, 125,  84
 162, 135,  95
 162, 136, 100
 142, 109,  71
 158, 130,  90
 150, 126,  89
 159, 137, 103
 161, 132,  94
 146, 114,  77
 154, 127,  91
 142, 112,  78
 142, 114,  82
 143, 116,  83
 142, 112,  75
 162, 134,  99
 154, 123,  88
 149, 120,  88
 144, 116,  80
 152, 125,  87
 160, 135, 102
 161, 137,  99
 147, 123,  91
 148, 123,  89
 149, 123,  89
 160, 136, 102
 142, 113,  78
 168, 142,  99
 153, 126,  86
 141, 112,  75
 135, 109,  75
 133, 108,  74
 161, 134,  92
 150, 123,  87
 154, 126,  86
 159, 132,  93
 132, 108,  72
 134, 109,  73
 143, 114,  82
 169, 140,  99
 163, 138, 100
 141, 114,  79
 175, 149, 111
 167, 138,  99
 156, 128,  89
 166, 138,  98
 144, 116,  80
 146, 119,  82
 153, 125,  89
 132, 103,  67
 154, 126,  92
 153, 125,  86
 150, 120,  84
 151, 119,  81
 155, 124,  85
 142, 114,  75
 153, 124,  84
 155, 124,  86
 156, 127,  88
 175, 143,  99
 144, 117,  84
 146, 121,  87
 148, 120,  85
 139, 110,  78
 160, 131,  95
 150, 118,  79
 137, 106,  68
 154, 123,  83
 155, 127,  93
 154, 129,  95
 148, 123,  90
 145, 121,  80
 167, 147, 105
 149, 128,  96
 136, 112,  80
 144, 115,  80
 140, 113,  77
 150, 126,  93
 155, 129,  96
 151, 127,  91
 154, 128,  92
 155, 130,  99
 154, 131, 100
 143, 121,  92
 148, 121,  88
 164, 137,  98
 154, 127,  87
 137, 108,  75
 148, 119,  82
 151, 128,  97
 139, 110,  72
 166, 141, 102
 158, 136,  99
 152, 127,  89
 163, 142, 104
 144, 125,  91
 152, 131,  94
 163, 138,  99
 153, 130,  96
 180, 156, 119
 169, 141, 105
 162, 134,  98
 163, 136, 101
 165, 135,  99
 159, 131,  95
 150, 124,  91
 153, 126,  89
 152, 124,  87
 162, 132,  97
 163, 131,  88
 144, 115,  80
 142, 112,  79
 154, 120,  79
 165, 133,  89
 163, 128,  85
 160, 127,  84
 146, 116,  79
 144, 115,  76
 164, 134,  90
 133, 104,  65
 156, 129,  93
 165, 138, 100
 154, 128,  92
 141, 110,  78
 143, 119,  87
 147, 118,  84
 160, 128,  91
 151, 124,  87
 145, 116,  78
 157, 127,  88
 161, 133,  96
 157, 127,  89
 136, 108,  73
 144, 118,  84
 155, 128,  92
 161, 135, 100
 163, 137, 101
 149, 119,  81
 148, 117,  79
 153, 127,  95
 142, 120,  90
 167, 146, 111
 153, 129,  96
 135, 109,  74
 151, 126,  91
 147, 120,  85
 147, 120,  82
 144, 119,  86
 140, 111,  75
 151, 124,  85
 153, 127,  91
 135, 110,  80
 136, 112,  81
 145, 121,  87
 133, 112,  81
 138, 116,  84
 158, 135,  98
 160, 136, 101
 144, 118,  85
 153, 128,  91
 147, 124,  91
 166, 138,  95
 162, 136, 102
 165, 139, 103
 160, 127,  90
 166, 133,  94
 149, 119,  80
 148, 117,  82
 155, 124,  87
 164, 137, 102
 156, 130,  93
 157, 122,  81
 140, 107,  69
 148, 115,  79
 166, 136,  99
 171, 142,  99
 147, 117,  77
 134, 103,  65
 130, 100,  64
 149, 121,  85
 158, 125,  84
 160, 124,  78
 149, 115,  75
 136, 105,  68
 153, 124,  83
 146, 115,  75
 153, 124,  85
 145, 114,  74
 138, 104,  66
 135, 105,  69
 152, 126,  87
 155, 130,  95
 144, 122,  89
 144, 119,  83
 146, 119,  81
 146, 118,  84
 148, 121,  81
 137, 108,  71
 144, 117,  85
 144, 118,  88
 155, 127,  88
 140, 118,  83
 148, 122,  86
 146, 116,  84
 138, 110,  76
 145, 118,  77
 150, 127,  92
 141, 116,  80
 144, 116,  81
 139, 112,  83
 124,  95,  63
 138, 111,  75
 121,  94,  63
 144, 113,  75
 168, 142, 105
 149, 125,  93
 140, 112,  76
 158, 132,  92
 158, 136, 100
 124, 101,  70
 151, 124,  90
 137, 109,  76
 148, 122,  85
 156, 134, 100
 160, 132,  92
 157, 129,  93
 159, 132,  93
 153, 126,  85
 151, 119,  79
 155, 125,  84
 156, 127,  88
 138, 112,  75
 154, 128,  91
 162, 134,  99
 157, 129,  91
 144, 111,  74
 155, 126,  91
 162, 135,  98
 143, 112,  72
 141, 110,  71
 159, 132,  95
 156, 129,  91
 148, 117,  81
 155, 124,  85
 139, 110,  72
 147, 118,  79
 156, 127,  90
 148, 117,  78
 162, 132,  94
 138, 110,  72
 168, 145, 104
 130, 102,  65
 143, 115,  75
 141, 112,  73
 147, 119,  81
 165, 139, 101
 151, 122,  84
 154, 125,  84
 157, 133,  96
 137, 117,  85
 137, 111,  75
 140, 111,  73
 142, 116,  81
 148, 122,  85
 144, 113,  79
 136, 105,  68
 135, 103,  63
 148, 121,  82
 145, 119,  83
 153, 126,  81
 160, 136, 101
 127, 102,  74
 151, 125,  87
 140, 113,  78
 149, 121,  84
 150, 124,  91
 145, 113,  78
 144, 120,  86
 158, 130,  89
 164, 136,  98
 150, 125,  92
 136, 113,  81
 156, 134, 102
 152, 127,  92
 154, 127,  86
 158, 134,  96
 168, 145, 110
 149, 124,  89
 157, 133,  96
 163, 132,  90
 152, 121,  81
 179, 157, 117
 160, 135, 101
 155, 128,  91
 161, 131,  87
 143, 108,  74
 167, 136,  99
 147, 118,  80
 143, 113,  78
 149, 119,  81
 172, 142, 101
 180, 152, 109
 160, 131,  92
 149, 119,  80
 157, 128,  88
 151, 124,  86
 153, 123,  83
 151, 123,  87
 137, 109,  75
 139, 111,  73
 148, 116,  74
 146, 120,  84
 157, 139, 104
 139, 113,  79
 141, 110,  73
 149, 121,  82
 154, 126,  87
 156, 134, 102
 148, 125,  94
 146, 120,  87
 160, 133,  96
 134, 108,  79
 156, 128,  93
 145, 117,  81
 144, 118,  83
 151, 122,  84
 131, 101,  68
 134, 105,  72
 133, 105,  74
 144, 115,  77
 146, 117,  80
 143, 115,  79
 163, 138, 103
 145, 121,  88
 144, 121,  89
 142, 117,  83
 149, 121,  86
 146, 123,  88
 142, 116,  83
 138, 115,  83
 137, 110,  73
 139, 116,  83
 148, 125,  97
 139, 113,  82
 152, 127,  90
 148, 125,  92
 138, 114,  76
 159, 132,  91
 145, 121,  89
 146, 122,  89
 144, 118,  85
 158, 133,  98
 153, 128,  90
 150, 125,  89
 161, 128,  88
 165, 139, 101
 153, 127,  89
 156, 126,  88
 140, 109,  73
 169, 142, 108
 174, 147, 109
 152, 128,  90
 162, 136,  99
 174, 147, 108
 152, 124,  85
 152, 121,  81
 166, 141, 102
 169, 142, 102
 138, 108,  70
 141, 108,  67
 138, 105,  66
 152, 119,  81
 156, 124,  83
 136, 106,  70
 128,  96,  63
 149, 124,  89
 153, 130,  93
 151, 121,  81
 136, 111,  76
 124,  92,  58
 150, 124,  90
 143, 115,  81
 130,  98,  67
 141, 112,  79
 151, 121,  85
 152, 123,  86
 149, 122,  86
 150, 124,  89
 140, 112,  77
 143, 114,  80
 154, 128,  91
 153, 127,  91
 132, 109,  77
 141, 119,  86
 149, 125,  92
 137, 111,  78
 142, 117,  86
 140, 115,  80
 162, 136,  98
 165, 144, 108
 147, 124,  88
 139, 112,  76
 149, 120,  83
 158, 131,  93
 151, 123,  84
 146, 120,  83
 151, 124,  89
 155, 132, 100
 133, 110,  77
 149, 127,  92
 157, 132,  97
 163, 140, 105
 154, 130,  94
 141, 116,  79
 156, 131,  90
 138, 112,  79
 155, 127,  88
 153, 123,  83
 153, 124,  87
 161, 131,  92
 138, 105,  69
 160, 131,  96
 156, 128,  95
 154, 127,  90
 147, 122,  85
 135, 109,  76
 154, 123,  82
 154, 120,  79
 148, 119,  83
 156, 125,  87
 144, 119,  80
 165, 139,  96
 142, 112,  75
 126,  95,  63
 134,  99,  64
 126,  98,  61
 146, 116,  75
 147, 120,  85
 170, 140,  97
 152, 122,  82
 138, 111,  74
 148, 118,  78
 148, 120,  82
 138, 110,  77
 132, 103,  68
 141, 114,  79
 139, 114,  82
 148, 121,  88
 160, 133,  96
 155, 131,  98
 127, 101,  71
 144, 118,  84
 167, 143, 109
 136, 113,  82
 143, 118,  83
 140, 113,  79
 137, 113,  82
 129, 105,  76
 155, 130,  95
 138, 114,  82
 138, 115,  83
 151, 124,  89
 150, 123,  89
 138, 108,  73
 151, 126,  92
 145, 123,  90
 164, 138, 101
 150, 125,  87
 136, 112,  80
 141, 115,  81
 152, 126,  88
 145, 120,  83
 159, 132,  91
 157, 129,  92
 163, 137,  97
 147, 120,  86
 164, 139, 101
 144, 118,  83
 144, 118,  80
 145, 118,  82
 162, 134,  95
 158, 129,  90
 160, 132,  97
 173, 144, 103
 149, 121,  86
 164, 135,  95
 146, 119,  77
 145, 112,  72
 147, 115,  75
 159, 131,  93
 160, 133,  93
 152, 123,  80
 138, 111,  69
 140, 116,  77
 137, 111,  76
 145, 115,  77
 136, 107,  69
 147, 117,  77
 145, 115,  76
 141, 114,  77
 142, 113,  76
 145, 117,  80
 157, 129,  92
 136, 108,  76
 132, 106,  70
 167, 141, 100
 143, 113,  77
 144, 116,  80
 156, 133,  98
 139, 115,  83
 148, 119,  85
 149, 120,  86
 147, 118,  79
 149, 122,  85
 130, 103,  69
 130, 101,  69
 130, 100,  68
 146, 119,  84
 143, 122,  82
 136, 116,  79
 129, 107,  75
 156, 134, 100
 148, 125,  93
 138, 114,  82
 144, 121,  89
 147, 123,  87
 157, 133,  95
 140, 117,  82
 139, 115,  77
 149, 126,  91
 158, 135, 100
 145, 122,  87
 144, 119,  82
 164, 139,  96
 160, 136,  96
 156, 124,  82
 142, 117,  84
 160, 134,  99
 154, 126,  87
 139, 111,  74
 142, 117,  84
 156, 132,  94
 153, 126,  88
 138, 113,  80
 153, 128,  96
 173, 145, 103
 147, 120,  83
 148, 122,  84
 150, 120,  77
 148, 113,  70
 135, 108,  72
 162, 134,  91
 141, 112,  69
 146, 120,  84
 143, 116,  79
 140, 110,  72
 126,  99,  65
 162, 134,  95
 167, 138,  94
 138, 107,  68
 134, 102,  66
 155, 129,  89
 146, 118,  79
 140, 115,  77
 124, 101,  68
 137, 109,  73
 144, 115,  72
 143, 119,  82
 145, 124,  91
 152, 126,  89
 155, 131,  97
 142, 113,  77
 148, 120,  83
 158, 130,  95
 151, 125,  88
 153, 129,  91
 140, 112,  75
 150, 122,  84
 140, 116,  83
 146, 123,  90
 145, 120,  82
 147, 127,  90
 152, 129,  91
 155, 129,  95
 142, 112,  75
 154, 123,  83
 142, 116,  77
 135, 108,  71
 144, 121,  88
 163, 142, 105
 143, 117,  79
 133, 106,  68
 154, 130,  96
 155, 133,  98
 134, 108,  70
 152, 128,  92
 147, 124,  90
 146, 122,  86
 132, 104,  71
 151, 121,  86
 146, 122,  88
 144, 117,  81
 141, 114,  77
 139, 110,  73
 151, 121,  83
 151, 126,  89
 143, 118,  83
 151, 125,  87
 141, 108,  69
 144, 116,  78
 144, 119,  78
 162, 136,  96
 154, 130,  92
 149, 120,  79
 149, 118,  78
 131, 101,  63
 140, 115,  79
 121,  92,  55
 123,  95,  61
 141, 113,  76
 137, 108,  72
 135, 107,  69
 146, 115,  73
 144, 114,  73
 133, 108,  71
 134, 108,  69
 166, 141,  95
 138, 109,  68
 158, 129,  87
 133, 110,  76
 138, 112,  79
 141, 114,  82
 134, 113,  86
 150, 120,  82
 140, 110,  74
 151, 124,  85
 155, 131,  97
 159, 137, 105
 148, 123,  88
 142, 114,  79
 148, 120,  81
 152, 122,  83
 138, 107,  69
 159, 136, 100
 162, 142, 104
 151, 128,  95
 146, 123,  92
 136, 111,  78
 140, 115,  80
 140, 112,  78
 142, 115,  79
 154, 130,  91
 160, 140, 104
 145, 123,  88
 143, 120,  87
 141, 116,  79
 130, 106,  69
 138, 114,  74
 141, 119,  84
 166, 144, 107
 156, 129,  92
 138, 111,  77
